1.1.toyota_sienna	1.0 0.708
2.1.used_toyota_other	2.0 1.742
4.0.toyota_hilux_sw4	2.0 0.28
4.0.toyota_land	189.0 6.294
4.1.toyota_yaris_verso	13.0 1.009
2.0.toyota_sienna	710.0 159.733
2.1.quality_toyota	2.0 0.278
2.1.toyota	28522.0 2963.036
2.1.toyota_sued	5.0 1.28
4.0.toyota_grand_new_kijang_innova	10.0 0.46
9.gatewaytoyota.ca	116.0 120.0
adx.2.0.toyota_ceo	1.0 0.197
adx.4.0.mississauga_toyota	2.0 0.714
adx.4.1.toyota_center_houston	13.0 0.646
adx.9.herbchamberstoyotaofauburn.com	17.0 18.0
1.0.toyota_mark_ii	2.0 0.505
1.0.toyota_venza	1.0 0.036
2.0.mobil_murah_luncuran_toyota_toyota	8.0 0.704
2.0.toyota_hand_free_kit	1.0 0.059
4.0.toyota_nadia	1.0 0.042
4.0.toyota_sera	26.0 7.541
1.1.toyota_motor_corp	7.0 0.314
2.0.google_robocar_toyota	2.0 0.174
2.1.toyota_cavalier	1.0 0.633
2.1.toyota_technical_center	50.0 2.04
4.1.toyota_returns	1.0 0.23
adx.1.1.toyota_tacoma	1.0 0.204
adx.4.1.toyota_tundra	58.0 19.931
1.0.toyota_bets	1.0 0.193
1.1.toyota_celica	2.0 1.279
2.0.supply_toyota	1.0 0.225
2.0.toyota_matrix	205.0 21.089
4.0.knowing_toyota	1.0 0.38
4.0.toyota_celica_gt	28.0 14.065
4.1.gm_toyota	5.0 0.218
4.1.toyota_kenya_management	4.0 2.028
4.1.toyota_motorsport_gmbh	2.0 0.07
9.scottclarkstoyotanews.com	9.0 9.0
9.stage.bellevilletoyota.com.vsd27.korax.net	1.0 1.0
1.0.toyota_sequoia	2.0 1.405
1.1.used_toyota_surf	2.0 0.771
2.0.destination_toyota_burnaby	1.0 0.418
2.1.toyota_car_dealers	5.0 1.811
2.1.toyota_celebrity_race	2.0 0.512
4.0.toyota_automobile_museum	6.0 1.14
4.0.toyota_indonesia	8.0 1.094
4.0.toyota_terus_kembangkan_inovasi_trd	1.0 0.079
4.1.toyota_center_kennewick	1.0 0.02
4.1.toyota_corona_mark_ii	3.0 0.22
adx.4.0.toyota_way	1.0 0.08
1.0.toyota_noah	2.0 0.588
1.1.toyota	211.0 30.966
2.0.toyota_kdh	1.0 0.581
2.0.toyota_makes_good	14.0 4.832
2.0.toyota_mr2_spyder	24.0 6.144
4.0.camioneta_toyota	1.0 0.317
4.0.toyota_care	21.0 2.895
4.0.toyota_click_toyota_news	28.0 1.636
4.1.nascar_toyota	1.0 0.084
adx.2.0.warrenton_toyota	8.0 2.169
adx.2.1.toyota_angler	1.0 0.165
adx.4.0.toyota_highlander	11.0 3.356
adx.4.0.toyota_philippines_price_list	5.0 1.65
adx.4.1.toyota_texas_bass	19.0 1.1
2.0.connects2_ct20ty01_toyota_toyota	1.0 0.065
2.0.toyota_leaders_author	1.0 0.05
2.0.toyota_yaris_verso	2.0 0.138
4.0.toyota_kijang	1.0 0.065
4.0.toyota_sales_gain	1.0 0.169
4.1.toyota_fielder	17.0 2.822
4.1.toyota_forced	3.0 0.567
adx.11.toyota_prius_c_video600x300.imprcnt	1.0 1.0
adx.2.1.toyota_pris	22.0 0.99
adx.2.1.toyota_yaris	39.0 6.833
adx.4.0.adriel_toyota	2.0 0.12
adx.9.toyotatexasbassclassic.com	488.0 569.0
2.0.buckhannon_toyota	1.0 0.268
2.0.toyota_gps_tv_mobil_murah	2.0 0.476
2.0.toyota_sued	5.0 1.28
4.0.toyota_want_owners	3.0 0.855
adx.4.0.toyota_levin	2.0 0.282
adx.4.1.toyota_sprinter	2.0 0.044
2.0.toyota_jzx100_jzx110	1.0 0.333
2.0.toyota_roma_via_tivoli	2.0 1.112
2.1.toyota_runx	2.0 0.056
4.0.toyota_president	1.0 0.506
4.1.corolla_toyota_thule	2.0 0.636
adx.2.0.toyota_stadium	1.0 0.036
adx.2.1.new_toyota	5.0 0.61
adx.2.1.toyota_techstream	1.0 0.059
1.0.toyota_indus_corolla	1.0 0.036
2.0.ini_dia_tampang_toyota_ft	1.0 0.65
2.0.safety_toyota_zero_project	2.0 0.816
2.0.toyota_day_from_rd_comments	16.0 1.876
2.1.toyota_4runner	181.0 52.026
4.0.manami_toyota	5.0 1.235
4.0.toyota_avanza	429.0 269.346
4.0.toyota_dear_qin_previews_vios	16.0 5.792
4.1.toyota_usahakan	1.0 0.119
adx.1.1.toyota_stock	1.0 0.322
adx.2.1.toyota_celica_gt	5.0 0.148
adx.4.1.plinker_tactical_toyota	1.0 0.061
adx.9.wesleychapeltoyotanews.com	1.0 1.0
2.0.tmg_toyota	1.0 0.039
2.1.adriel_toyota	61.0 3.66
2.1.toyota_announces_prices	1.0 0.401
2.1.toyota_new_yaris	2.0 0.368
2.1.toyota_texas	1.0 0.057
4.0.racing_toyota	1.0 0.057
4.0.toyota_cresta	4.0 0.695
4.1.toyota_matures	1.0 0.128
4.1.toyota_pick	1.0 0.301
adx.2.0.toyota_vellfire	1.0 0.248
adx.4.1.toyota_soarer	2.0 0.08
1.1.toyota_financial	1.0 0.137
2.0.texas_toyota	24.0 0.888
2.0.toyota_akan_produksi_noah_voxy	2.0 0.97
2.0.toyota_tercel	50.0 8.458
2.1.toyota_csr	2.0 0.2
2.1.toyota_passo	221.0 91.736
2.1.toyota_trucks	100.0 11.486
4.1.toyota_clica_st	1.0 0.474
4.1.toyota_enthusiasts_club	2.0 0.738
adx.2.0.toyota_home_japan	1.0 0.039
2.0.more_toyota_ft	1.0 0.421
2.1.toyota_japn	11.0 1.089
2.1.toyota_surf_surf	25.0 11.075
2.1.wv_toyota	1.0 0.047
4.0.glenn_toyota_frankfort	1.0 0.052
4.0.service4service_toyota	4.0 0.444
4.0.toyota_related_images	13.0 0.507
4.1.toyota_cars	6.0 0.18
4.1.toyota_sports	7.0 5.502
9.mariontoyota.calls.net	46.0 48.0
1.1.used_toyota_vigo	3.0 3.048
2.0.toyota_avalon	238.0 109.79
2.1.toyota_sponsors_yahoo	1.0 0.574
4.0.front_toyota_pradopakistan	9.0 0.342
4.0.toyota_harrier	28.0 11.487
4.0.toyota_ranked_number	3.0 0.561
4.0.toyota_smart	38.0 7.225
4.1.toyota_cars_collection	3.0 0.489
4.1.toyota_j.d_power	2.0 1.262
4.1.toyota_rv	8.0 3.008
adx.11.rt_toyotasocal.retargcnt	3328.0 13639.0
adx.2.0.toyota_corona	1.0 0.052
adx.2.0.toyota_pris	22.0 0.99
adx.4.1.toyota_altezza	4.0 0.531
1.1.myers_toyota	1.0 0.679
2.0.clutch_kit_toyota	1.0 0.071
2.0.okezone_autos_toyota_camatte	1.0 0.321
4.0.blitz_compressor_system_supercharger_kit_toyota_sxe10_ncp91	1.0 0.884
4.1.lauren_toyota	2.0 1.085
9.1000islandstoyota.com	161.0 184.0
9.powaytoyotaserviceparts.com	1.0 1.0
adx.2.0.toyota_other_models	1.0 0.055
adx.2.1.toyota_solara	11.0 1.944
2.0.copiapo_auto_toyota_color_blanco	2.0 0.636
2.1.toyota_corolla_gt	3.0 0.234
2.1.toyota_hilux	2115.0 574.924
4.0.toyota_previa	141.0 20.705
4.1.toyota_homes	14.0 2.996
4.1.toyota_toyota_lpg	221.0 197.524
4.1.yaris_hsd_toyota	1.0 0.084
9.toyotaofalbany.net	3.0 5.0
adx.4.1.toyota	1069.0 128.183
2.0.toyota_camry_vienta	11.0 2.805
2.1.piezas_genuinas_toyota	10.0 6.64
4.0.photo_bymiyako_toyota	1.0 0.046
4.0.toyota_safety_features_star_safety_system	60.0 44.16
4.0.toyota_service_specials_berlin_city_toyota	2.0 0.82
4.1.sure_toyota	1.0 0.052
4.1.used_toyota_mark	11.0 4.506
adx.2.1.toyota_japan	3.0 0.093
adx.4.0.oem_toyota	1.0 0.036
adx.4.1.toyota_cressida	3.0 0.069
adx.9.clintnewelltoyotanews.com	1.0 1.0
1.1.toyota_verso	3.0 1.668
2.0.toyota_hilux_surf	141.0 21.634
2.0.toyota_targets_millennials	2.0 0.504
2.1.toyota_mint	4.0 0.66
4.0.toyota_pick	1.0 0.301
adx.2.0.toyota_launches_ironman_versions	3.0 1.158
2.0.sumimoto_corporation_toyota	4.0 0.528
2.0.toyota_replacement_engines	9.0 6.381
2.0.toyota_trd_gt86	3.0 1.428
2.1.toyota_auris_hybrid	28.0 15.825
4.0.toyota_banking	3.0 0.84
4.0.toyota_builds_new_plant	3.0 1.323
4.0.toyota_engine	16.0 0.513
adx.4.0.new_toyota_cars_toyota	2.0 0.992
adx.9.toyotaforklift.ca	4.0 4.0
2.0.toyota_japn	11.0 1.089
2.0.toyota_kenya_jobs	1.0 0.044
2.1.astra_toyota_agya	289.0 17.722
4.0.salvage_toyota	1.0 0.143
4.0.toyota_cars	7.0 0.228
4.0.toyota_lc	1.0 0.128
4.1.toyota_league_cup	35.0 1.538
4.1.toyota_new_vios	6.0 0.342
2.1.toyota_ns4	3.0 1.065
2.1.toyota_zaku	4.0 0.284
4.0.toyota_auris	1045.0 504.168
4.0.toyota_releases	23.0 3.475
4.1.takls_toyota_gt	1.0 0.41
9.avalonexperience.toyota.com	4.0 4.0
2.1.mobil_toyota_agya	88.0 9.18
2.1.rene_isip_toyota	1.0 0.146
4.1.scion_toyota	1.0 0.064
2.0.terbesar_toyota	1.0 0.257
2.0.toyota_kluger	15.0 2.539
2.0.toyota_terus_kembangkan_inovasi_trd	2.0 0.158
2.1.toyota_land	58.0 1.92
2.1.toyota_starlet_glanza	12.0 10.644
2.1.toyota_trueno	26.0 5.941
4.0.hendrickson_toyota	76.0 9.828
4.0.toyota_vigo_smart_cab	6.0 1.17
4.1.toyota_championship	1.0 0.162
4.1.toyota_partner_robot	9.0 0.463
adx.2.1.toyota_related_images	1.0 0.039
adx.4.1.toyota_aurion	1.0 0.418
adx.4.1.toyota_mark_ii	3.0 0.125
adx.9.herbchamberstoyotaofboston.com	24.0 27.0
2.0.okezone_autos_mobil_murah_daihatsu_toyota_hadir	23.0 14.122
2.0.toyota_celebrity_race	2.0 0.512
2.1.toyota_no.1	1.0 0.281
4.0.sure_toyota	1.0 0.052
4.0.toyota_coaster	17.0 8.97
4.0.toyota_partners	2.0 0.53
4.1.toyota_sa	5.0 0.951
adx.1.0.toyota_avalon	1.0 0.382
adx.2.0.bassmaster_champion_join_toyota_texas_bass_classic_field	1.0 0.402
adx.2.1.toyota_dealer	2.0 0.676
adx.4.0.toyota_news_information	2.0 0.08
2.0.toyota_caldina	9.0 4.149
2.0.toyota_mint	4.0 0.66
2.0.toyota_ts030	1.0 0.381
2.1.rue_toyota_rue	5.0 0.253
2.1.toyota_sera	62.0 7.836
4.0.toyota_terra	1.0 0.047
4.1.toyota_nadia	1.0 0.042
4.1.toyota_offers	3.0 0.915
adx.2.1.toyota_camry	523.0 73.795
2.0.toyota_motor_manufacturing_kentucky	65.0 5.037
2.1.toyota_new_estima	53.0 2.173
2.0.kuota_toyota	2.0 0.68
2.0.mechanic_toyota	1.0 0.436
2.0.toyota_news_information	15.0 0.638
2.1.toyota_mr2	227.0 83.757
2.1.toyota_uk_ltd	1.0 0.454
2.1.trace_city_toyota	1.0 0.044
4.0.toyota_home_japan	14.0 0.546
4.1.toyota_motor_company	22.0 0.667
9.news.toyotaofgrapevine.com	39.0 39.0
adx.4.0.toyota_verossa	1.0 0.619
adx.4.1.toyota_motor_sales	29.0 1.036
2.0.juta_buat_tebus_toyota	2.0 0.82
2.0.toyota_fortuner	457.0 140.058
2.0.toyota_zaku	4.0 0.284
2.1.toyota_confirms_timing	1.0 0.278
2.1.toyota_dealers	1.0 0.048
2.1.toyota_rv	6.0 1.74
4.0.daihatsu_ayla_toyota_agya_click	1.0 0.075
4.0.toyota_grand_new_fortuner_vnt_naik_rp10_juta	8.0 4.712
4.1.toyota_algrie	52.0 14.072
9.erinparktoyota.com.vsd27.korax.net	3.0 3.0
2.0.seguridad_toyota	15.0 5.16
2.0.toyota_drag_trueno	1.0 0.949
2.0.trd_australiatoyota_vios	26.0 2.106
2.1.toyota_care	10.0 1.42
2.1.toyota_new_camry	1.0 0.063
2.1.toyota_partner_robot	9.0 0.488
4.0.buku_toyota_talent	1.0 0.175
4.0.toyota_offerte_presse	11.0 2.948
4.0.toyota_walton_motors	1.0 0.481
4.1.r15toyota_colorado_steel	12.0 0.42
4.1.toyota_allion	32.0 4.407
adx.4.0.toyota_service_coupons	1.0 0.237
2.0.daihatsu_ayla_toyota_agya_click	10.0 0.75
2.0.harga_mobil_toyota_terbaru	143.0 63.8
2.0.toyota_land	58.0 1.92
2.1.toyota_winglet	1.0 0.508
4.0.nhra_story_toyota	1.0 0.206
4.1.toyota_case	2.0 0.36
4.1.toyota_ist	9.0 3.245
4.1.toyota_motor_corporation	352.0 11.743
4.1.toyota_new_zealand	7.0 0.552
9.valenciatoyotadealer.com	1.0 1.0
2.0.toyota_academy	4.0 0.272
2.0.toyota_financial_services	10.0 1.37
2.0.toyota_land_cruiser_200	2.0 2.0
2.0.toyota_no.1	1.0 0.281
4.0.mcneil_racing_inc_toyota_pick	1.0 0.358
4.0.toyota_safety_smart_stop_technology	56.0 38.874
4.0.toyota_stock	1.0 0.322
4.1.toyota_center	110.0 21.969
9.blogtoyotaproductionsystem.blogspot.co.uk	1.0 1.0
adx.2.0.used_toyota_cars	1.0 0.267
adx.4.1.toyota_levin	3.0 0.307
11.rt_toyota_camry.retargcnt	88.0 106.0
2.0.toyota_planning	3.0 0.984
2.0.toyota_sera	26.0 7.038
2.1.clearance_toyota_oem	6.0 0.15
2.1.toyota_dolphin	1.0 0.738
4.0.toyota_angler	7.0 1.155
4.0.toyota_sharelunker_program	2.0 0.106
adx.2.1.the_toyota_way	1.0 0.036
11.rt_toyota_rav4.retargcnt	84209.0 122566.0
2.1.toyota_motor_company	16.0 0.427
4.0.toyota_motor_europe	3.0 0.219
4.1.irwindale_toyota	1.0 0.122
4.1.toyota_cash	1.0 0.183
4.1.toyota_estima	134.0 60.278
adx.2.0.toyota_texas_bass_classic_set	5.0 1.755
adx.4.1.toyota_industrial_equipment	4.0 0.22
1.0.toyota_forklift_safety_poster	1.0 0.151
2.0.toyota_india	4.0 0.435
2.0.toyota_login_register_sign	2.0 0.446
2.0.toyota_nears_launch	10.0 2.21
2.1.toyota_forklift_safety	1.0 0.048
4.0.toyota_vibe_gmad_summer_mixtape_individual_downloads	2.0 1.526
adx.2.0.toyota_motor_sales	4.0 0.533
2.0.bumper_small_executive_toyota	1.0 0.76
2.0.toyotas	40.0 3.429
9.tritoyota.com	5.0 10.0
adx.2.1.toyota_pickup	31.0 1.034
1.1.toyota_innova	6.0 0.743
2.0.okezone_autos_toyota_thailand_tawarkan_hilux_bbg	1.0 0.744
2.0.toyota_care	10.0 1.42
4.0.description_oem_toyota_parts	1.0 0.054
4.0.new_toyota_specials	7.0 1.218
4.0.toyota_vehicle_online_showroom_used_vehicles	25.0 11.25
4.1.tansky_sawmill_toyota	1.0 0.084
4.1.toyota_kodawari	1.0 0.341
adx.1.0.toyota_motor_manufacturing_kentucky	1.0 0.096
adx.2.0.toyota_car_reviews	1.0 0.956
adx.4.0.mcneil_racing_inc_toyota	1.0 0.261
adx.4.1.new_toyota_rebates	8.0 5.944
1.0.used_toyota	3.0 0.095
2.0.toyota_clica_gt	1.0 0.632
2.0.toyota_motorshow	1.0 0.048
2.0.toyota_new_zealand	3.0 0.354
2.0.toyota_tacomas	1.0 0.277
2.0.toyota_tundra	653.0 203.847
2.1.sale_toyota	5.0 2.48
2.1.toyota_corona_exiv	4.0 0.185
4.0.perron_toyota	1.0 0.074
4.0.toyota_case	2.0 0.36
4.0.toyota_gt86_sports_fr	4.0 1.72
4.1.base_toyota	2.0 0.288
4.1.toyota_mark_logo	1.0 0.094
4.1.toyota_smart	38.0 7.225
adx.2.1.toyota_fj_cruiser	71.0 17.071
2.0.toyota_fokus_pada_mesin_empat_silinder	1.0 0.648
2.0.toyota_pro_celebrity_race	8.0 0.288
2.1.toyota_aygo_crazy	3.0 1.538
2.1.toyota_sa	4.0 0.551
4.0.toyota_daihatsu	67.0 2.015
4.0.toyota_engines	16.0 2.888
4.1.arlington_toyota	2.0 0.22
4.1.toyota_corolla_axio	112.0 14.493
9.toyotarav4ecm.com	14.0 14.0
adx.2.1.toyota_crown	6.0 1.171
adx.2.1.toyota_ready	2.0 0.146
adx.2.1.toyota_truck	7.0 0.565
adx.4.1.toyota_mark	1.0 0.182
1.0.toyota_pakistan	2.0 0.218
2.0.daftar_harga_mobil_toyota	6.0 0.222
2.0.has_toyota	9.0 1.674
2.0.toyota_4runner	160.0 51.161
4.1.toyota_cars_philippines	2.0 0.294
adx.2.0.toyota_corolla_e120	1.0 0.146
adx.4.1.toyota_2000_gt	1.0 0.031
adx.4.1.toyota_belta	1.0 0.704
1.1.toyota_motor	8.0 1.259
2.0.mongoose_mfc_supports_toyota_techstream_tis	15.0 6.48
2.0.reliability_survey_toyota	8.0 1.712
2.0.toyota_prius	2717.0 812.173
2.0.website_ravindu_toyota	2.0 0.19
2.1.toyota_gps_system	5.0 0.43
2.1.toyota_tis	12.0 0.468
2.1.used_toyota_gli	72.0 31.927
4.0.toyota_cash	1.0 0.183
adx.2.0.luxury_hybrid_toyota	1.0 0.036
adx.2.1.toyota_developing	2.0 0.502
adx.2.1.toyota_supra	136.0 38.249
adx.4.0.toyota_prado	1.0 1.424
2.0.toyota_1jz_vvt	3.0 1.236
2.0.toyota_has	2.0 0.57
2.1.toyota_avensis	484.0 153.782
2.1.toyota_seeks	1.0 0.145
4.0.toyota_auto_salon_amlux_tokyo	5.0 2.605
4.0.toyota_sassari_predda_niedda_nord_s.16	11.0 6.369
4.0.toyota_solara	3.0 1.355
4.1.toyota_wish	16.0 7.819
4.1.toyotacsr_toyota_csr	5.0 0.7
9.toyotalyallpur.com	5.0 5.0
adx.2.0.toyota_code_definition	3.0 0.072
adx.2.1.town_toyota_center	9.0 4.68
adx.4.0.wyler_toyota	3.0 0.639
adx.9.continentaltoyotanews.com	6.0 6.0
2.0.okezone_autos_toyota_pamerkan_robot_robina_humanoid	3.0 1.518
2.0.toyota_celsior	2.0 0.285
2.0.toyota_gt86_autorevue_aktuell	3.0 1.068
2.1.toyota_canada	33.0 2.253
4.0.blitz_compressor_system_supercharger_kit_toyota_zze123_zze123g	3.0 2.652
4.0.front_toyota	1.0 0.066
4.0.n.a_frontier_toyota_jabalpur	1.0 0.035
4.0.toyota_ae92_trueno	1.0 0.808
4.1.toyota_premio	33.0 11.072
adx.2.0.toyota_related_images	1.0 0.039
adx.2.1.toyota_lowers_prices	1.0 0.411
adx.4.0.toyota_models	3.0 0.078
2.0.toyota_panasonic	1.0 1.0
2.0.toyota_toyota_ns4_fcv	2.0 0.22
2.1.toyota_cars	226.0 69.951
4.0.fremonttoyota	1.0 0.08
4.0.make_toyota_model_tundra_interior	8.0 1.048
4.0.new_toyota	54.0 12.174
4.0.toyota_csr	5.0 0.5
4.0.wipro_translated_toyota	2.0 0.42
4.1.toyota_succeeds	10.0 1.26
adx.2.0.new_toyota_rebates	9.0 6.687
adx.2.1.toyota_land_cruiser_prado	1.0 0.356
1.1.used_toyota_mark	2.0 0.731
4.0.2554toyota_tacoma	2.0 0.158
4.0.base_toyota	2.0 0.288
4.0.toyota_research	1.0 0.108
4.0.toyota_yaris_hybrid	765.0 304.457
4.1.brian_toyota	1.0 0.152
4.1.toyota_auris	1289.0 534.224
adx.2.0.toyota_publica	1.0 0.025
adx.4.0.toyota_venza	6.0 0.348
1.1.toyota_hiace	1.0 0.648
2.0.toyota_soarer	13.0 4.699
2.1.innovation_sighting_toyota	2.0 0.568
4.0.toyota_ft_hs	4.0 0.456
4.0.toyota_named_world	1.0 0.394
4.1.toyota_informs_dealers	4.0 1.464
adx.4.0.findlay_toyota	1.0 0.313
1.0.toyota_landcruiser	1.0 0.044
2.1.toyota_models	334.0 17.986
4.1.toyota_fj40	58.0 1.624
9.mariontoyota.com	829.0 1004.0
adx.4.1.metro_toyota	2.0 0.226
adx.9.maitatoyota.sensibledriver.com	7.0 7.0
t.rt_tcuv_toyota_brand.retargcnt	62522.0 117100.0
2.0.okezone_autos_toyota	22.0 7.205
2.0.toyota_sassari_predda_niedda_nord_s.16	1.0 0.579
2.0.toyota_scion	67.0 13.021
2.0.toyota_texas_bass_classic	283.0 147.108
2.1.toyotacsr_toyota_csr	3.0 0.42
4.0.genuine_toyota_parts_online	11.0 2.64
4.0.toyota_comes_roaring_back	3.0 1.134
4.0.toyota_racing	16.0 1.175
4.1.lowongan_toyota_auto	10.0 4.75
4.1.toyota_recall	79.0 10.21
4.1.toyota_vigo_vigo	23.0 1.357
2.1.auto_technician_toyota	1.0 0.378
2.1.ftv_toyota	1.0 0.054
4.0.toyota_wish	12.0 7.715
4.1.kuota_toyota	1.0 0.34
4.1.toyota_aristo	32.0 2.035
4.1.toyota_ecco	1.0 0.235
4.1.toyota_tent_event	1.0 0.109
4.1.toyota_terra	1.0 0.047
adx.4.0.toyota_gps_system	2.0 0.172
adx.4.1.toyota_lawsuit_claims	1.0 0.04
adx.9.toyotaofslidellnews.com	3.0 3.0
1.1.toyota_motor_north_america	2.0 0.16
2.0.toyota_safety_smart_stop_technology	27.0 18.414
2.1.salvage_toyota	1.0 0.143
2.1.toyota_pics	2.0 0.192
2.1.toyota_rav4_ev	340.0 80.934
4.1.chandra_toyota	1.0 0.273
4.1.toyota_pamerkan	3.0 0.69
4.1.toyota_ranked	1.0 0.166
adx.9.bellevilletoyota.com	1.0 1.0
2.0.toyota_cars	226.0 69.951
2.0.toyota_jonas_ambeck	1.0 0.08
2.0.watch_toyota	3.0 0.138
4.0.toyota_dealer	27.0 4.417
1.1.toyota_iq_ev	1.0 0.217
2.1.toyota_fxs	81.0 5.103
2.1.toyota_production_system	386.0 17.964
4.0.nascar_toyota_series	1.0 0.084
4.0.toyota_pixis_epoch_launched	22.0 8.426
4.0.toyota_texas_bass_classic_sharelunker_club_tournament	2.0 0.762
9.blog.toyota.co.uk	1995.0 3383.0
adx.2.0.toyota_texas_bass	10.0 0.605
adx.2.1.has_toyota	1.0 0.186
adx.4.0.modified_toyota_mr	3.0 0.144
1.0.toyota_auris	5.0 2.109
2.0.hardtop_baru_toyota	16.0 4.896
2.1.modified_toyota_museum	2.0 1.722
2.1.toyota_gt86_autorevue	5.0 1.827
2.1.toyota_soluna	8.0 4.339
4.1.toyota_corolla	3614.0 1172.357
4.1.toyota_fj_cruiser	539.0 88.019
4.1.toyota_landcruiser_70_series	1.0 0.035
adx.2.1.toyota_tacoma	74.0 14.1
2.0.okezone_autos_toyota_new_yaris	1.0 0.385
2.1.lowongan_toyota_auto	7.0 3.325
2.1.toyota_altis	123.0 22.951
4.0.okezone_autos_spesifikasi_harga_toyota_gt86	1.0 0.472
4.0.pt_toyota_astra_motor	23.0 1.149
4.0.toyota_reports_over	1.0 0.176
4.0.toyota_safety_safety_technology	35.0 21.941
9.toyotawalton.com	118.0 121.0
adx.2.1.marion_toyota	4.0 1.022
adx.4.1.toyota_motor_corp	24.0 0.978
2.0.mobil_murah_toyota_daihatsu	2.0 0.846
2.1.toyota_friend	1.0 0.108
2.1.toyota_launches_new	1.0 0.626
4.0.okezone_autos_bmw_salip_toyota	5.0 2.11
4.1.toyota_stock	1.0 0.322
4.1.toyota_trd	22.0 7.475
adx.2.0.toyota_hybrid	12.0 0.54
adx.4.1.toyota_entune	1.0 0.58
1.1.toyota_urban_cruiser	1.0 0.133
2.0.photo_bymiyako_toyota	4.0 0.23
2.0.pt_toyota	1.0 0.068
2.0.toyota_safety_safety_technology	21.0 13.011
2.1.toyota_prius_phev	11.0 0.341
4.0.sejarah_toyota_mobil_serta_design_dan_velg_ban	1.0 0.457
4.0.toyota_ecco	1.0 0.235
4.1.toyota_developing	1.0 0.251
adx.4.0.toyota_highlander_hybrid	5.0 1.688
2.0.okezone_autos_bmw_salip_toyota	1.0 0.422
2.0.toyota_pics	2.0 0.192
2.0.toyota_toyota_grmn_sports	2.0 0.09
2.1.subaru_toyota	31.0 2.102
2.1.toyota_recalls	10.0 2.879
4.0.inyaxpyay106_tractor_king2003toyota_wish41430	5.0 5.0
4.1.latoyota_gt86serait	2.0 0.052
4.1.toyota_drift_school	4.0 3.258
2.0.nascar_toyota_series	2.0 0.078
2.0.pt_toyota_astra	122.0 13.75
2.0.toyota_aurion	21.0 7.775
2.0.toyota_new_vios_toyota_new_vios	3.0 0.339
2.1.reliability_survey_toyota	8.0 1.712
2.1.toyota_mumbai	1.0 0.096
2.1.toyota_shirakawa	5.0 2.5
4.0.toyota_new_global_architecture	3.0 0.336
4.0.toyota_new_yaris_buatan_anak_bangsa	1.0 0.452
2.0.annual_toyota_sales_may_miss	2.0 1.234
4.0.toyota_mr2	298.0 97.86
4.1.toyota_tsusho	10.0 1.78
9.landerstoyota.autorevo.com	1.0 1.0
adx.1.0.toyota_todos_vendo_repuestos_toyota_vendo	1.0 0.088
adx.2.1.mississauga_toyota	1.0 0.212
1.0.toyota_service_coupons	1.0 0.237
2.0.toyota_elephant_passage	2.0 1.847
2.0.toyota_executive	1.0 0.19
2.0.toyota_yaris	1350.0 375.098
2.1.umw_toyota_motor	5.0 1.826
4.1.toyota_sprinter_trueno	50.0 3.014
4.1.umw_toyota	28.0 3.243
adx.4.0.toyota_gt86	5.0 1.564
2.1.toyota_case	2.0 0.36
2.1.toyota_celebrates	3.0 0.447
2.1.toyota_ramadan_millionaire	1.0 0.158
4.1.toyota_starlet_gt_turbo	8.0 5.571
adx.2.0.toyota_new_estima	1.0 0.041
adx.2.0.toyota_sienna	105.0 20.884
adx.4.0.toyota_landcruiser	1.0 0.028
adx.4.1.toyota_celica_gt	5.0 0.467
adx.9.miltontoyota.com	2.0 3.0
2.0.toyota_ist	10.0 4.454
2.0.toyota_toyota_lpg	58.0 50.692
2.1.toyota_photos	2.0 0.286
2.1.toyota_returns	2.0 0.46
4.0.toyota_bellusco_via	7.0 2.814
4.0.toyota_hybrid_challenge	10.0 0.38
4.0.toyota_pickup	10.0 2.134
4.1.toyota_new_yaris	1.0 0.113
4.1.toyota_townace	3.0 0.973
9.blog.toyotaoflewisville.com	3.0 3.0
adx.2.0.toyota_motor	85.0 22.449
adx.4.0.toyota_land_cruiser	9.0 2.573
adx.4.1.toyota_4runner	8.0 2.445
1.0.toyota_stock	1.0 0.322
2.0.knowing_toyota	2.0 0.76
2.0.toyota_corona_mark_ii	1.0 0.055
2.0.toyota_lowers_prices	2.0 0.822
2.0.toyota_new_vios_super_ect_super_ect_toyota_new_vios_toyota_new_vios_super_ect	3.0 0.594
4.0.okezone_autos_mobil_murah_daihatsu_toyota_hadir	37.0 22.718
4.0.sharks_u19_u21_toyota_fs_cheetahs_u19	2.0 0.116
4.1.auris_toyota	5.0 0.548
adx.2.1.toyota_group	2.0 0.074
adx.4.1.toyota_rav4	91.0 40.5
1.0.toyota_auction_grade	1.0 0.101
1.1.toyota_panasonic	1.0 1.0
2.1.toyota_cash	1.0 0.183
4.0.ekspor_toyota_new_yaris_trd_sportivo	1.0 0.43
4.0.hot_stav_strashko_toyota	1.0 0.762
adx.2.0.toyota_matrix	34.0 2.583
adx.4.1.toyota_prado	1.0 1.424
1.1.texas_toyota	1.0 0.173
2.0.toyota_grand_new_fortuner_vnt_lebih_agresif	3.0 1.815
2.0.toyotagazoo	1.0 0.027
2.1.toyota_india_dealerships	2.0 0.326
4.0.mississauga_toyota	170.0 79.668
4.0.used_toyota_vigo_cars	24.0 2.021
4.1.philips_toyotaavensis	4.0 0.488
9.canyoncreektoyota.com	58.0 60.0
adx.2.0.toyota_philippines_price_list	2.0 0.99
adx.2.1.toyota_optimal_drive	4.0 0.388
